Project Nick,Project,BioSample_s,SRA_Sample_s,Run_s,LibrarySource_s,LibraryLayout_s,InsertSize_l,MBases_l,Sample_Name_s,Library_Name_s,cultivar_s,ReadGroup,,Leafly Name,Leafly URL,TEMP Sortable
Phylos 2018,SRP173788,SAMN10609062,SRS4167399,SRR8346474,GENOMIC,PAIRED,0,147,BC_5__PGT-108275,PGT-108275,PGT-108275,1,,,,BC_5__PGT-108275
Phylos 2018,SRP173788,SAMN10609063,SRS4167401,SRR8346471,GENOMIC,PAIRED,0,81,Trainwreck_T4__PGT-108276,PGT-108276,PGT-108276,1,,Trainwreck,https://www.leafly.com/hybrid/trainwreck,Trainwreck
Phylos 2018,SRP173788,SAMN10609064,SRS4167403,SRR8346472,GENOMIC,PAIRED,0,138,The_Death__PGT-108277,PGT-108277,PGT-108277,1,,,,The_Death__PGT-108277
Phylos 2018,SRP173788,SAMN10609065,SRS4167404,SRR8346469,GENOMIC,PAIRED,0,91,Golden_Voice__PGT-108278,PGT-108278,PGT-108278,1,,,,Golden_Voice__PGT-108278
Phylos 2018,SRP173788,SAMN10609066,SRS4167402,SRR8346470,GENOMIC,PAIRED,0,120,Kokee_Kush__PGT-108279,PGT-108279,PGT-108279,1,,,,Kokee_Kush__PGT-108279
Phylos 2018,SRP173788,SAMN10609067,SRS4167779,SRR8346766,GENOMIC,PAIRED,0,218,Powerline_2__PGT-108280,PGT-108280,PGT-108280,1,,,,Powerline_2__PGT-108280
Phylos 2018,SRP173788,SAMN10609068,SRS4167778,SRR8346767,GENOMIC,PAIRED,0,211,Swazi_Queen__PGT-108281,PGT-108281,PGT-108281,1,,,,Swazi_Queen__PGT-108281
Phylos 2018,SRP173788,SAMN10609069,SRS4168077,SRR8347055,GENOMIC,PAIRED,0,212,Orange_Rose__PGT-108282,PGT-108282,PGT-108282,1,,,,Orange_Rose__PGT-108282
Phylos 2018,SRP173788,SAMN10609070,SRS4167155,SRR8346718,GENOMIC,PAIRED,0,218,Kealia_Kush__PGT-108283,PGT-108283,PGT-108283,1,,,,Kealia_Kush__PGT-108283
Phylos 2018,SRP173788,SAMN10609071,SRS4168075,SRR8347057,GENOMIC,PAIRED,0,256,Unknown_12__PGT-108284,PGT-108284,PGT-108284,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609072,SRS4168076,SRR8347056,GENOMIC,PAIRED,0,247,Unknown_9__PGT-108285,PGT-108285,PGT-108285,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609073,SRS4167158,SRR8346715,GENOMIC,PAIRED,0,160,Goji_Berry__PGT-108286,PGT-108286,PGT-108286,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609074,SRS4167159,SRR8346714,GENOMIC,PAIRED,0,260,Master_Yoda_Kush__PGT-108287,PGT-108287,PGT-108287,1,,Master Yoda,https://www.leafly.com/hybrid/master-yoda,Master_Yoda_Kush__PGT-108287
Phylos 2018,SRP173788,SAMN10609075,SRS4167156,SRR8346717,GENOMIC,PAIRED,0,199,Lemon_OG__PGT-108288,PGT-108288,PGT-108288,1,,Lemon OG Kush,https://www.leafly.com/hybrid/lemon-og,Lemon OG Kush
Phylos 2018,SRP173788,SAMN10609076,SRS4167157,SRR8346716,GENOMIC,PAIRED,0,192,Double_Dutch_Dream__PGT-108289,PGT-108289,PGT-108289,1,,,,Double_Dutch_Dream__PGT-108289
Phylos 2018,SRP173788,SAMN10609077,SRS4167162,SRR8346711,GENOMIC,PAIRED,0,120,Eagle_Scout_Cookies__PGT-108290,PGT-108290,PGT-108290,1,,,,Eagle Scout Cookies
Phylos 2018,SRP173788,SAMN10609078,SRS4167163,SRR8346710,GENOMIC,PAIRED,0,205,Laffy_Taffy__PGT-108291,PGT-108291,PGT-108291,1,,,,Laffy_Taffy__PGT-108291
Phylos 2018,SRP173788,SAMN10609079,SRS4167824,SRR8346721,GENOMIC,PAIRED,0,230,Hazy_Girl__PGT-108292,PGT-108292,PGT-108292,1,,,,Hazy_Girl__PGT-108292
Phylos 2018,SRP173788,SAMN10609080,SRS4167823,SRR8346722,GENOMIC,PAIRED,0,210,O.G._Kush__PGT-108293,PGT-108293,PGT-108293,1,,OG Kush,https://www.leafly.com/hybrid/og-kush,OG Kush
Phylos 2018,SRP173788,SAMN10609081,SRS4167822,SRR8346723,GENOMIC,PAIRED,0,230,Animal_Cookies__PGT-108294,PGT-108294,PGT-108294,1,,Animal Cookies,https://www.leafly.com/hybrid/animal-cookies,Animal Cookies
Phylos 2018,SRP173788,SAMN10609082,SRS4167821,SRR8346724,GENOMIC,PAIRED,0,183,Canbyland__PGT-108295,PGT-108295,PGT-108295,1,,Candyland,https://www.leafly.com/sativa/candyland,Candyland
Phylos 2018,SRP173788,SAMN10609083,SRS4167820,SRR8346725,GENOMIC,PAIRED,0,167,O.G._Kush_SFV_cut__PGT-108296,PGT-108296,PGT-108296,1,,OG Kush,https://www.leafly.com/hybrid/og-kush,OG Kush
Phylos 2018,SRP173788,SAMN10609084,SRS4167818,SRR8346726,GENOMIC,PAIRED,0,169,Blueberry_Dome__PGT-108297,PGT-108297,PGT-108297,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609085,SRS4167819,SRR8346727,GENOMIC,PAIRED,0,242,Strawberry_Banana__PGT-108298,PGT-108298,PGT-108298,1,,Strawberry Banana,https://www.leafly.com/hybrid/strawberry-banana,Strawberry Banana
Phylos 2018,SRP173788,SAMN10609086,SRS4167817,SRR8346728,GENOMIC,PAIRED,0,264,Dosidos__PGT-108299,PGT-108299,PGT-108299,1,,Do-Si-Dos,https://www.leafly.com/indica/do-si-dos,Do-Si-Dos
Phylos 2018,SRP173788,SAMN10609087,SRS4167832,SRR8347300,GENOMIC,PAIRED,0,246,Futureberries__PGT-108300,PGT-108300,PGT-108300,1,,,,Futureberries__PGT-108300
Phylos 2018,SRP173788,SAMN10609088,SRS4167831,SRR8347301,GENOMIC,PAIRED,0,251,Ezekiel_2__PGT-108301,PGT-108301,PGT-108301,1,,,,Ezekiel_2__PGT-108301
Phylos 2018,SRP173788,SAMN10609089,SRS4167546,SRR8346999,GENOMIC,PAIRED,0,220,Ezekiel_1__PGT-108302,PGT-108302,PGT-108302,1,,,,Ezekiel_1__PGT-108302
Phylos 2018,SRP173788,SAMN10609090,SRS4167548,SRR8346998,GENOMIC,PAIRED,0,139,Kottonmouth_Kush__PGT-108303,PGT-108303,PGT-108303,1,,,,Kottonmouth_Kush__PGT-108303
Phylos 2018,SRP173788,SAMN10609091,SRS4167547,SRR8346997,GENOMIC,PAIRED,0,128,Hippie_Crippler__PGT-108304,PGT-108304,PGT-108304,1,,Hippie Crippler,https://www.leafly.com/hybrid/hippie-crippler,Hippie Crippler
Phylos 2018,SRP173788,SAMN10609092,SRS4167549,SRR8346996,GENOMIC,PAIRED,0,169,Quantum_Kush_5__PGT-108309,PGT-108309,PGT-108309,1,,Quantum Kush,https://www.leafly.com/sativa/quantum-kush,Quantum_Kush_5__PGT-108309
Phylos 2018,SRP173788,SAMN10609093,SRS4167550,SRR8346995,GENOMIC,PAIRED,0,186,Underdawg__PGT-108310,PGT-108310,PGT-108310,1,,Under Dawg,https://cannasos.com/strains/hybrid/under-dawg,Underdawg__PGT-108310
Phylos 2018,SRP173788,SAMN10609094,SRS4167553,SRR8346994,GENOMIC,PAIRED,0,162,Jazz_Cabbage__PGT-108311,PGT-108311,PGT-108311,1,,,,Jazz_Cabbage__PGT-108311
Phylos 2018,SRP173788,SAMN10609095,SRS4167551,SRR8346993,GENOMIC,PAIRED,0,174,Fire_OG__PGT-108312,PGT-108312,PGT-108312,1,,Fire OG,https://www.leafly.com/hybrid/fire-og,Fire OG
Phylos 2018,SRP173788,SAMN10609096,SRS4167552,SRR8346992,GENOMIC,PAIRED,0,166,Dream_Queen__PGT-108313,PGT-108313,PGT-108313,1,,Dream Queen,https://www.leafly.com/hybrid/dream-queen,Dream Queen
Phylos 2018,SRP173788,SAMN10609097,SRS4167538,SRR8347007,GENOMIC,PAIRED,0,153,GG?__PGT-108314,PGT-108314,PGT-108314,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609098,SRS4167539,SRR8347006,GENOMIC,PAIRED,0,227,Black_Widow__PGT-108315,PGT-108315,PGT-108315,1,,Black Widow,https://www.leafly.com/hybrid/black-widow,Black Widow
Phylos 2018,SRP173788,SAMN10609099,SRS4167291,SRR8346582,GENOMIC,PAIRED,0,160,Kaleidoscope_A__PGT-108316,PGT-108316,PGT-108316,1,,Kaleidoscope,https://cannasos.com/strains/hybrid/kaleidoscope,Kaleidoscope
Phylos 2018,SRP173788,SAMN10609100,SRS4167290,SRR8346583,GENOMIC,PAIRED,0,118,Kaleidoscope_B__PGT-108317,PGT-108317,PGT-108317,1,,Kaleidoscope,https://cannasos.com/strains/hybrid/kaleidoscope,Kaleidoscope
Phylos 2018,SRP173788,SAMN10609101,SRS4167293,SRR8346580,GENOMIC,PAIRED,0,157,Emerald_Cup_OG__PGT-108318,PGT-108318,PGT-108318,1,,,,Emerald_Cup_OG__PGT-108318
Phylos 2018,SRP173788,SAMN10609102,SRS4167292,SRR8346581,GENOMIC,PAIRED,0,140,"Vera_Cruz,_Mexico__PGT-108319",PGT-108319,PGT-108319,1,,,,"Vera_Cruz,_Mexico__PGT-108319"
Phylos 2018,SRP173788,SAMN10609103,SRS4167287,SRR8346586,GENOMIC,PAIRED,0,198,Omija__PGT-108320,PGT-108320,PGT-108320,1,,,,Omija__PGT-108320
Phylos 2018,SRP173788,SAMN10609104,SRS4167286,SRR8346587,GENOMIC,PAIRED,0,204,Outlaw_Skunk__PGT-108321,PGT-108321,PGT-108321,1,,,,Outlaw_Skunk__PGT-108321
Phylos 2018,SRP173788,SAMN10609105,SRS4167289,SRR8346584,GENOMIC,PAIRED,0,225,Parvati_Valley_Landrace__PGT-108322,PGT-108322,PGT-108322,1,,,,Parvati_Valley_Landrace__PGT-108322
Phylos 2018,SRP173788,SAMN10609106,SRS4167288,SRR8346585,GENOMIC,PAIRED,0,222,Durban_Sherbet__PGT-108323,PGT-108323,PGT-108323,1,,,,Durban_Sherbet__PGT-108323
Phylos 2018,SRP173788,SAMN10609107,SRS4167285,SRR8346588,GENOMIC,PAIRED,0,201,Durban_Lime__PGT-108324,PGT-108324,PGT-108324,1,,Durban Lime,,Durban_Lime__PGT-108324
Phylos 2018,SRP173788,SAMN10609108,SRS4167284,SRR8346589,GENOMIC,PAIRED,0,170,Macchiato__PGT-108325,PGT-108325,PGT-108325,1,,,,Macchiato__PGT-108325
Phylos 2018,SRP173788,SAMN10609109,SRS4167980,SRR8347152,GENOMIC,PAIRED,0,218,Mendocino_Clone_Company_Humboldts_True_OG__PGT-108326,PGT-108326,PGT-108326,1,,,,Humboldts_True_OG__PGT-108326
Phylos 2018,SRP173788,SAMN10609110,SRS4167983,SRR8347151,GENOMIC,PAIRED,0,231,Mendocino_Clone_Company_True_OG__PGT-108327,PGT-108327,PGT-108327,1,,True OG,https://www.leafly.com/indica/true-og,True_OG__PGT-108327
Phylos 2018,SRP173788,SAMN10609111,SRS4167978,SRR8347154,GENOMIC,PAIRED,0,240,Mendocino_Clone_Company_Blood_Diamond_OG__PGT-108328,PGT-108328,PGT-108328,1,,Blood Diamond OG,https://cannasos.com/strains/indica/blood-diamond-og,Blood Diamond OG
Phylos 2018,SRP173788,SAMN10609112,SRS4167378,SRR8346495,GENOMIC,PAIRED,0,196,Mendocino_Clone_Company_Skywalker_OG__PGT-108329,PGT-108329,PGT-108329,1,,Skywalker,https://cannasos.com/strains/hybrid/skywalker,Skywalker
Phylos 2018,SRP173788,SAMN10609113,SRS4167976,SRR8347156,GENOMIC,PAIRED,0,244,Mendocino_Clone_Company_Candyland__PGT-108330,PGT-108330,PGT-108330,1,,Candyland,https://www.leafly.com/sativa/candyland,Candyland
Phylos 2018,SRP173788,SAMN10609114,SRS4167977,SRR8347155,GENOMIC,PAIRED,0,160,Mendocino_Clone_Company_Pre_98_Bubba_Kush__PGT-108331,PGT-108331,PGT-108331,1,,Pre-98 Bubba Kush,https://www.leafly.com/indica/pre-98-bubba-kush,Pre_98_Bubba_Kush__PGT-108331
Phylos 2018,SRP173788,SAMN10609115,SRS4167974,SRR8347158,GENOMIC,PAIRED,0,162,Mendocino_Clone_Company_Sour_Diesel__PGT-108332,PGT-108332,PGT-108332,1,,Sour Diesel,https://www.leafly.com/sativa/sour-diesel,Sour Diesel
Phylos 2018,SRP173788,SAMN10609116,SRS4167975,SRR8347157,GENOMIC,PAIRED,0,155,Mendocino_Clone_Company_Original_Glue_GG4__PGT-108333,PGT-108333,PGT-108333,1,,Original Glue,https://www.leafly.com/hybrid/original-glue,Original Glue
Phylos 2018,SRP173788,SAMN10609117,SRS4167972,SRR8347160,GENOMIC,PAIRED,0,171,Mendocino_Clone_Company_Kush__PGT-108334,PGT-108334,PGT-108334,1,,OG Kush,https://www.leafly.com/hybrid/og-kush,OG Kush
Phylos 2018,SRP173788,SAMN10609118,SRS4167973,SRR8347159,GENOMIC,PAIRED,0,269,Day_Wrecker__PGT-108335,PGT-108335,PGT-108335,1,,,,Day_Wrecker__PGT-108335
Phylos 2018,SRP173788,SAMN10609119,SRS4167894,SRR8347238,GENOMIC,PAIRED,0,151,Beri_Cheri__PGT-108336,PGT-108336,PGT-108336,1,,,,Beri_Cheri__PGT-108336
Phylos 2018,SRP173788,SAMN10609120,SRS4167893,SRR8347239,GENOMIC,PAIRED,0,156,Mendocino_Clone_Company_OG_Twist_OG_x_Chem_Dawg__PGT-108337,PGT-108337,PGT-108337,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609121,SRS4167257,SRR8346616,GENOMIC,PAIRED,0,165,Panama_Red__PGT-108338,PGT-108338,PGT-108338,1,,Panama Red,https://www.leafly.com/sativa/panama-red,Panama Red
Phylos 2018,SRP173788,SAMN10609122,SRS4167256,SRR8346617,GENOMIC,PAIRED,0,71,Space_Queen__PGT-112175,PGT-112175,PGT-112175,1,,Space Queen,https://www.leafly.com/hybrid/space-queen,Space Queen
Phylos 2018,SRP173788,SAMN10609123,SRS4167263,SRR8346610,GENOMIC,PAIRED,0,95,New_Glue_GG5__PGT-112176,PGT-112176,PGT-112176,1,,New Glue,https://www.leafly.com/hybrid/new-glue,New Glue
Phylos 2018,SRP173788,SAMN10609124,SRS4167262,SRR8346611,GENOMIC,PAIRED,0,105,Blueberry_Bubblegum__PGT-112177,PGT-112177,PGT-112177,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609125,SRS4167896,SRR8347235,GENOMIC,PAIRED,0,124,Oh_Fuck__PGT-112178,PGT-112178,PGT-112178,1,,,,Oh_Fuck__PGT-112178
Phylos 2018,SRP173788,SAMN10609126,SRS4167260,SRR8346613,GENOMIC,PAIRED,0,124,Lemon_Sugar_Kush__PGT-112179,PGT-112179,PGT-112179,1,,,,Lemon_Sugar_Kush__PGT-112179
Phylos 2018,SRP173788,SAMN10609127,SRS4167925,SRR8347207,GENOMIC,PAIRED,0,144,Seattle_Sour_Breath__PGT-112180,PGT-112180,PGT-112180,1,,Seattle Sour Breath,https://cannasos.com/strains/hybrid/seattle-sour-breath,Seattle_Sour_Breath__PGT-112180
Phylos 2018,SRP173788,SAMN10609128,SRS4167918,SRR8347212,GENOMIC,PAIRED,0,153,GMO__PGT-112181,PGT-112181,PGT-112181,1,,GMO Cookies,https://www.leafly.com/indica/gmo-cookies,GMO Cookies
Phylos 2018,SRP173788,SAMN10609129,SRS4167946,SRR8347187,GENOMIC,PAIRED,0,137,Tropicana_Cookies__PGT-112182,PGT-112182,PGT-112182,1,,Tropicana Cookies,https://www.leafly.com/sativa/tropicana-cookies,Tropicana_Cookies__PGT-112182
Phylos 2018,SRP173788,SAMN10609130,SRS4167945,SRR8347186,GENOMIC,PAIRED,0,66,Cherry_Pie_Leone__PGT-112183,PGT-112183,PGT-112183,1,,,,Cherry_Pie_Leone__PGT-112183
Phylos 2018,SRP173788,SAMN10609131,SRS4167261,SRR8346612,GENOMIC,PAIRED,0,38,Mendo_Breath__PGT-112184,PGT-112184,PGT-112184,1,,Mendo Breath,https://www.leafly.com/indica/mendo-breath,Mendo_Breath__PGT-112184
Phylos 2018,SRP173788,SAMN10609132,SRS4167201,SRR8346672,GENOMIC,PAIRED,0,44,Double_OG_Sour_Scout_12__PGT-112185,PGT-112185,PGT-112185,1,,,,Double_OG_Sour_Scout_12__PGT-112185
Phylos 2018,SRP173788,SAMN10609133,SRS4167941,SRR8347191,GENOMIC,PAIRED,0,68,G-Cut__PGT-112186,PGT-112186,PGT-112186,1,,G Cut,https://cannasos.com/strains/hybrid/g-cut,G Cut
Phylos 2018,SRP173788,SAMN10609134,SRS4167942,SRR8347190,GENOMIC,PAIRED,0,78,Sour_Blue_Glue__PGT-112187,PGT-112187,PGT-112187,1,,Sour Blue Glue,https://cannasos.com/strains/hybrid/sour-blue-glue,Sour_Blue_Glue__PGT-112187
Phylos 2018,SRP173788,SAMN10609135,SRS4167943,SRR8347189,GENOMIC,PAIRED,0,59,Sour_Strawberry_Kush__PGT-112188,PGT-112188,PGT-112188,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609136,SRS4167944,SRR8347188,GENOMIC,PAIRED,0,135,Purple_Punch__PGT-112189,PGT-112189,PGT-112189,1,,Purple Punch,https://www.leafly.com/indica/purple-punch,Purple_Punch__PGT-112189
Phylos 2018,SRP173788,SAMN10609137,SRS4167250,SRR8346623,GENOMIC,PAIRED,0,24,Orange_Zkittles_3__PGT-112190,PGT-112190,PGT-112190,1,,,,Orange_Zkittles_3__PGT-112190
Phylos 2018,SRP173788,SAMN10609138,SRS4167265,SRR8346608,GENOMIC,PAIRED,0,116,Bluezzz_5__PGT-112191,PGT-112191,PGT-112191,1,,,,Bluezzz_5__PGT-112191
Phylos 2018,SRP173788,SAMN10609139,SRS4167682,SRR8346863,GENOMIC,PAIRED,0,110,Jack_Herer__PGT-112192,PGT-112192,PGT-112192,1,,Jack Herer,https://www.leafly.com/sativa/jack-herer,Jack Herer
Phylos 2018,SRP173788,SAMN10609140,SRS4167684,SRR8346862,GENOMIC,PAIRED,0,74,Orange_Cookies__PGT-112193,PGT-112193,PGT-112193,1,,Orange Cookies,https://www.leafly.com/hybrid/orange-cookies,Orange_Cookies__PGT-112193
Phylos 2018,SRP173788,SAMN10609141,SRS4167683,SRR8346861,GENOMIC,PAIRED,0,105,Cenex__PGT-112194,PGT-112194,PGT-112194,1,,Cinex,https://www.leafly.com/sativa/cinex,Cinex
Phylos 2018,SRP173788,SAMN10609142,SRS4167685,SRR8346860,GENOMIC,PAIRED,0,77,Bubbas_Gift__PGT-112195,PGT-112195,PGT-112195,1,,Bubba's Gift,https://www.leafly.com/indica/bubbas-gift,Bubba's Gift
Phylos 2018,SRP173788,SAMN10609143,SRS4167686,SRR8346859,GENOMIC,PAIRED,0,70,Original_Glue_GG4__PGT-112196,PGT-112196,PGT-112196,1,,Original Glue,https://www.leafly.com/hybrid/original-glue,Original Glue
Phylos 2018,SRP173788,SAMN10609144,SRS4167688,SRR8346858,GENOMIC,PAIRED,0,167,Strawberry_Banana__PGT-112197,PGT-112197,PGT-112197,1,,Strawberry Banana,https://www.leafly.com/hybrid/strawberry-banana,Strawberry Banana
Phylos 2018,SRP173788,SAMN10609145,SRS4167687,SRR8346857,GENOMIC,PAIRED,0,187,Faceoff_x_ASD_Blue_Fire_1__PGT-112198,PGT-112198,PGT-112198,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609146,SRS4167689,SRR8346856,GENOMIC,PAIRED,0,83,Biker_OG__PGT-112199,PGT-112199,PGT-112199,1,,,,Biker_OG__PGT-112199
Phylos 2018,SRP173788,SAMN10609147,SRS4167690,SRR8346855,GENOMIC,PAIRED,0,91,Purple_Monster_Kush__PGT-112200,PGT-112200,PGT-112200,1,,,,Purple_Monster_Kush__PGT-112200
Phylos 2018,SRP173788,SAMN10609148,SRS4167691,SRR8346854,GENOMIC,PAIRED,0,90,Animal_Cookies__PGT-112201,PGT-112201,PGT-112201,1,,Animal Cookies,https://www.leafly.com/hybrid/animal-cookies,Animal Cookies
Phylos 2018,SRP173788,SAMN10609149,SRS4167956,SRR8347176,GENOMIC,PAIRED,0,82,White_Widow__PGT-112202,PGT-112202,PGT-112202,1,,White Widow,https://www.leafly.com/hybrid/white-widow,White Widow
Phylos 2018,SRP173788,SAMN10609150,SRS4167955,SRR8347177,GENOMIC,PAIRED,0,76,White_Fire_43__PGT-112203,PGT-112203,PGT-112203,1,,White Fire OG,https://www.leafly.com/hybrid/white-fire-og,White Fire OG
Phylos 2018,SRP173788,SAMN10609151,SRS4167954,SRR8347178,GENOMIC,PAIRED,0,58,Vino_OG_1__PGT-112204,PGT-112204,PGT-112204,1,,,,Vino_OG_1__PGT-112204
Phylos 2018,SRP173788,SAMN10609152,SRS4167953,SRR8347179,GENOMIC,PAIRED,0,69,Cow_God_5__PGT-112205,PGT-112205,PGT-112205,1,,,,Cow_God_5__PGT-112205
Phylos 2018,SRP173788,SAMN10609153,SRS4167951,SRR8347180,GENOMIC,PAIRED,0,140,Lemon_Sugar_Cookie__PGT-112206,PGT-112206,PGT-112206,1,,,,Lemon_Sugar_Cookie__PGT-112206
Phylos 2018,SRP173788,SAMN10609154,SRS4167952,SRR8347181,GENOMIC,PAIRED,0,107,Forum_Cookies__PGT-112207,PGT-112207,PGT-112207,1,,Forum Cookies,https://cannasos.com/strains/hybrid/forum-cookies,Forum Cookies
Phylos 2018,SRP173788,SAMN10609155,SRS4167950,SRR8347182,GENOMIC,PAIRED,0,117,Girl_Scout_Cookies_Forum_Cut__PGT-112208,PGT-112208,PGT-112208,1,,GSC,https://www.leafly.com/hybrid/gsc,GSC
Phylos 2018,SRP173788,SAMN10609156,SRS4167948,SRR8347183,GENOMIC,PAIRED,0,144,Jamaica_Ganja__PGT-112211,PGT-112211,PGT-112211,1,,Jamaican,https://www.leafly.com/sativa/jamaican,Jamaican
Phylos 2018,SRP173788,SAMN10609157,SRS4167949,SRR8347184,GENOMIC,PAIRED,0,133,Blueberry__PGT-112215,PGT-112215,PGT-112215,1,,Blueberry,https://www.leafly.com/indica/blueberry,Blueberry
Phylos 2018,SRP173788,SAMN10609158,SRS4167947,SRR8347185,GENOMIC,PAIRED,0,123,Blueberry-Flo_Father__PGT-112216,PGT-112216,PGT-112216,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609159,SRS4167175,SRR8346698,GENOMIC,PAIRED,0,231,Flo__PGT-112217,PGT-112217,PGT-112217,1,,Flo,https://www.leafly.com/hybrid/flo,Flo
Phylos 2018,SRP173788,SAMN10609160,SRS4167176,SRR8346697,GENOMIC,PAIRED,0,206,Pineapple_Upside_Down_Cake__PGT-112218,PGT-112218,PGT-112218,1,,Pineapple Upside Down Cake,https://www.leafly.com/hybrid/pineapple-upside-down-cake,Pineapple_Upside_Down_Cake__PGT-112218
Phylos 2018,SRP173788,SAMN10609161,SRS4167173,SRR8346700,GENOMIC,PAIRED,0,122,Star_Pupil__PGT-112219,PGT-112219,PGT-112219,1,,Star Pupil,https://www.leafly.com/hybrid/star-pupil,Star_Pupil__PGT-112219
Phylos 2018,SRP173788,SAMN10609162,SRS4167174,SRR8346699,GENOMIC,PAIRED,0,106,Animal_House_OG__PGT-112220,PGT-112220,PGT-112220,1,,,,Animal_House_OG__PGT-112220
Phylos 2018,SRP173788,SAMN10609163,SRS4167170,SRR8346702,GENOMIC,PAIRED,0,120,Gs_Holy__PGT-112221,PGT-112221,PGT-112221,1,,,,Gs_Holy__PGT-112221
Phylos 2018,SRP173788,SAMN10609164,SRS4167172,SRR8346701,GENOMIC,PAIRED,0,128,24_Infinity__PGT-112222,PGT-112222,PGT-112222,1,,Infinity,https://cannasos.com/strains/hybrid/infinity,Infinity
Phylos 2018,SRP173788,SAMN10609165,SRS4167169,SRR8346704,GENOMIC,PAIRED,0,197,Tundra_Jane__PGT-112224,PGT-112224,PGT-112224,1,,,,Tundra_Jane__PGT-112224
Phylos 2018,SRP173788,SAMN10609166,SRS4167171,SRR8346703,GENOMIC,PAIRED,0,157,Bama_China__PGT-112225,PGT-112225,PGT-112225,1,,,,Bama_China__PGT-112225
Phylos 2018,SRP173788,SAMN10609167,SRS4167184,SRR8346690,GENOMIC,PAIRED,0,122,Cherry_I__PGT-112226,PGT-112226,PGT-112226,1,,,,Cherry_I__PGT-112226
Phylos 2018,SRP173788,SAMN10609168,SRS4167183,SRR8346689,GENOMIC,PAIRED,0,170,Girl_Scout_Cookie_Thin_Mints__PGT-112227,PGT-112227,PGT-112227,1,,Thin Mint GSC,https://www.leafly.com/hybrid/thin-mint,Thin Mint GSC
Phylos 2018,SRP173788,SAMN10609169,SRS4167430,SRR8346443,GENOMIC,PAIRED,0,207,Headband__PGT-112228,PGT-112228,PGT-112228,1,,Headband,https://www.leafly.com/hybrid/headband,Headband
Phylos 2018,SRP173788,SAMN10609170,SRS4167429,SRR8346444,GENOMIC,PAIRED,0,95,Kosher_Kush__PGT-112229,PGT-112229,PGT-112229,1,,Kosher Kush,https://www.leafly.com/indica/kosher-kush,Kosher Kush
Phylos 2018,SRP173788,SAMN10609171,SRS4167432,SRR8346441,GENOMIC,PAIRED,0,102,Ghost_O.G.__PGT-112230,PGT-112230,PGT-112230,1,,Ghost OG,https://www.leafly.com/hybrid/ghost-og,Ghost OG
Phylos 2018,SRP173788,SAMN10609172,SRS4167431,SRR8346442,GENOMIC,PAIRED,0,148,Sherbert__PGT-112231,PGT-112231,PGT-112231,1,,Sherbert,https://www.leafly.com/hybrid/sunset-sherbert,Sherbert
Phylos 2018,SRP173788,SAMN10609173,SRS4167426,SRR8346447,GENOMIC,PAIRED,0,146,Glue_Chee_C__PGT-112235,PGT-112235,PGT-112235,1,,GlueChee,https://www.leafly.com/hybrid/gluechee,GlueChee
Phylos 2018,SRP173788,SAMN10609174,SRS4167425,SRR8346448,GENOMIC,PAIRED,0,183,12th_Man_Down__PGT-112236,PGT-112236,PGT-112236,1,,12th Man Down,https://cannasos.com/strains/hybrid/12th-man-down,12th Man Down
Phylos 2018,SRP173788,SAMN10609175,SRS4167428,SRR8346445,GENOMIC,PAIRED,0,100,Black_Russian__PGT-112237,PGT-112237,PGT-112237,1,,Black Russian,https://www.leafly.com/indica/black-russian,Black Russian
Phylos 2018,SRP173788,SAMN10609176,SRS4167427,SRR8346446,GENOMIC,PAIRED,0,145,Miracle_Alien_Cookies__PGT-112238,PGT-112238,PGT-112238,1,,MAC,https://www.leafly.com/hybrid/mac,Miracle_Alien_Cookies__PGT-112238
Phylos 2018,SRP173788,SAMN10609177,SRS4167437,SRR8346435,GENOMIC,PAIRED,0,162,Ape_Hanger_2__PGT-112239,PGT-112239,PGT-112239,1,,Ape Hanger,https://cannasos.com/strains/hybrid/ape-hanger,Ape_Hanger_2__PGT-112239
Phylos 2018,SRP173788,SAMN10609178,SRS4167438,SRR8346436,GENOMIC,PAIRED,0,92,Royal_Kush_21__PGT-112240,PGT-112240,PGT-112240,1,,Royal Kush,https://www.leafly.com/hybrid/royal-kush,Royal_Kush_21__PGT-112240
Phylos 2018,SRP173788,SAMN10609179,SRS4167804,SRR8346742,GENOMIC,PAIRED,0,209,Gorilla_Cookies__PGT-112241,PGT-112241,PGT-112241,1,,Gorilla Cookies,https://www.leafly.com/hybrid/gorilla-cookies,Gorilla Cookies
Phylos 2018,SRP173788,SAMN10609180,SRS4167803,SRR8346741,GENOMIC,PAIRED,0,197,Oregon_Purple_Diesel__PGT-112242,PGT-112242,PGT-112242,1,,,,Oregon_Purple_Diesel__PGT-112242
